"","Sport","Walk","Travel","Fish","Gender","Age","Marital.St","Prof"
"83018210","1","1","0","0","F","(45,55]","Divorcee","Employee"
"83018310","0","0","0","0","M","(25,35]","Married","Manual labourer"
"83018410","0","1","1","0","M","(75,85]","Married","Management"
"83018510","0","0","0","0","M","(55,65]","Married","Manual labourer"
"83018610","0","0","1","0","F","(75,85]","Widower","Employee"
"83018710","0","1","0","0","F","(55,65]","Married","Employee"
"83018910","0","0","0","0","M","(45,55]","Divorcee","Foreman"
"83019010","1","0","1","1","M","(45,55]","Married","Technician"
"83019210","1","1","0","0","M","(25,35]","Married","Management"
"83019310","0","1","1","0","F","(55,65]","Married","Foreman"
"83019510","0","1","1","0","F","(55,65]","Married","Employee"
"83019610","0","1","0","0","F","(55,65]","Married","Foreman"
"83019710","1","0","0","0","M","(45,55]","Married","Manual labourer"
"83019810","0","1","0","0","F","(25,35]","Divorcee","Employee"
"83020010","1","1","0","0","F","(35,45]","Divorcee","Employee"
"83020110","0","0","0","0","F","(45,55]","Remarried","Employee"
"83020210","0","1","1","0","F","(65,75]","Married","Management"
"83020310","0","0","0","0","F","(35,45]","Married","Employee"
"83020410","1","1","1","0","F","(25,35]","Single","Management"
"83020512","0","1","1","0","F","(65,75]","Married","Technician"
"83020710","1","0","0","0","F","(25,35]","Married","Employee"
"83020910","1","1","1","0","F","(55,65]","Married","Employee"
"83021110","1","1","1","0","M","(25,35]","Single","Management"
"83021410","0","1","0","0","M","(45,55]","Remarried","Manual labourer"
"83021910","1","0","0","0","F","[15,25]","Single","Manual labourer"
"83022010","1","1","1","0","M","(25,35]","Single","Foreman"
"83022110","0","1","1","1","M","(55,65]","Married","Technician"
"83022210","1","1","0","0","F","(35,45]","Single","Employee"
"83022410","0","1","0","0","M","(55,65]","Divorcee","Unskilled worker"
"83022710","0","0","0","0","F","(65,75]","Widower","Employee"
"83022810","0","1","0","0","F","(25,35]","Single","Employee"
"83022910","1","1","0","0","F","(25,35]","Married","Employee"
"83023010","0","1","1","0","M","(45,55]","Married","Technician"
"83023410","0","0","0","0","F","(75,85]","Widower","Unskilled worker"
"83023610","1","1","1","0","F","(45,55]","Married","Employee"
"83023711","1","1","1","0","F","(45,55]","Divorcee","Employee"
"83023712","0","1","0","0","F","(65,75]","Widower","Manual labourer"
"83023810","0","0","0","0","F","(55,65]","Married","Unskilled worker"
"83023910","1","1","1","0","M","(55,65]","Married","Manual labourer"
"83024010","0","0","0","0","F","(75,85]","Widower","Employee"
"83024110","1","0","0","0","M","(45,55]","Single","Unskilled worker"
"83024210","0","1","0","0","M","(55,65]","Married","Manual labourer"
"83025010","0","0","0","0","F","(45,55]","Married","Employee"
"83025110","0","0","0","0","F","(45,55]","Divorcee","Unskilled worker"
"83025210","0","0","0","0","F","(65,75]","Widower","Foreman"
"83025310","0","1","0","0","F","(45,55]","Single","Foreman"
"83025610","1","0","0","0","F","[15,25]","Single","Employee"
"83025710","0","1","1","0","F","(65,75]","Married","Employee"
"83025810","0","1","0","0","F","(25,35]","Single","Other"
"83026210","1","1","0","0","F","(45,55]","Married","Employee"
"83026310","0","1","1","0","F","(45,55]","Widower","Employee"
"83026510","1","1","1","0","F","(45,55]","Single","Management"
"83026710","0","0","0","0","F","(75,85]","Widower","Employee"
"83026810","1","1","1","0","F","[15,25]","Single","Other"
"83026910","1","1","0","1","M","(45,55]","Married","Foreman"
"83027410","1","1","1","0","F","(35,45]","Single","Foreman"
"83027610","1","0","0","0","F","(55,65]","Married","Manual labourer"
"83027710","1","1","1","0","F","(45,55]","Single","Management"
"83027810","1","0","0","0","F","[15,25]","Single","Employee"
"83028010","0","1","1","0","F","(25,35]","Divorcee","Employee"
"83028210","1","1","1","0","M","(65,75]","Married","Foreman"
"83028410","1","0","0","0","F","(35,45]","Married","Other"
"83028510","1","1","0","0","F","[15,25]","Single","Unskilled worker"
"83028610","1","1","1","1","M","(65,75]","Divorcee","Foreman"
"83029210","0","0","1","0","M","(35,45]","Married","Technician"
"83029910","0","1","0","0","M","(35,45]","Married","Manual labourer"
"83030210","1","0","1","0","M","(35,45]","Married","Technician"
"83030310","0","1","1","0","M","(45,55]","Married","Foreman"
"83030510","0","1","0","0","F","(45,55]","Married","Manual labourer"
"83030810","0","0","0","0","F","(65,75]","Widower","Unskilled worker"
"83030910","1","0","0","0","F","(45,55]","Married","Employee"
"83031010","0","0","0","0","M","(55,65]","Married","Manual labourer"
"83031210","0","1","0","0","F","(65,75]","Married","Employee"
"83031310","0","0","1","0","F","(35,45]","Divorcee","Unskilled worker"
"83031410","0","1","1","1","F","(65,75]","Widower","Manual labourer"
"83031510","1","1","1","0","F","(25,35]","Single","Employee"
"83031610","0","0","0","0","F","(45,55]","Married","Employee"
"83031710","0","0","0","0","F","(35,45]","Married","Employee"
"83032410","1","1","0","0","F","(35,45]","Married","Employee"
"83032510","0","0","0","0","F","(55,65]","Married","Employee"
"83032910","0","0","0","0","F","(35,45]","Married","Employee"
"83033410","0","0","0","0","F","(85,100]","Widower","Foreman"
"83033910","0","0","0","0","F","(55,65]","Widower","Employee"
"83034110","0","0","0","0","F","(35,45]","Single","Employee"
"83034210","0","0","0","0","F","(55,65]","Divorcee","Employee"
"83034310","0","0","0","0","M","(25,35]","Single","Unskilled worker"
"83034410","0","1","0","0","F","(35,45]","Single","Employee"
"83035010","0","0","0","1","M","(25,35]","Married","Technician"
"83035210","1","1","0","0","F","(45,55]","Married","Employee"
"83035310","1","0","0","0","M","(25,35]","Married","Employee"
"83035410","0","0","0","0","F","(75,85]","Widower","Manual labourer"
"83035610","0","1","1","0","F","(35,45]","Remarried","Employee"
"83035710","0","0","0","0","F","(65,75]","Widower","Unskilled worker"
"83035910","1","1","1","0","F","(45,55]","Married","Employee"
"83036010","0","0","0","0","M","(35,45]","Single","Management"
"83036110","1","1","0","0","F","(45,55]","Divorcee","Employee"
"83036210","1","1","1","0","F","(55,65]","Widower","Employee"
"83036510","1","1","0","1","M","(35,45]","Married","Unskilled worker"
"83036610","1","0","0","0","F","(35,45]","Divorcee","Employee"
"83036810","0","0","0","0","F","(75,85]","Widower","Employee"
"83036910","0","0","0","0","F","(65,75]","Widower","Employee"
"83037010","0","0","1","1","M","(45,55]","Married","Unskilled worker"
"83037110","0","1","0","0","F","(65,75]","Widower","Unskilled worker"
"83037210","0","0","0","0","M","(25,35]","Single","Employee"
"83037310","1","1","1","1","M","(25,35]","Single","Technician"
"83037510","0","0","1","0","F","(35,45]","Married","Employee"
"83037810","0","1","1","0","M","(45,55]","Married","Manual labourer"
"83037910","1","0","1","0","F","(25,35]","Married","Foreman"
"83038010","1","0","1","0","F","(25,35]","Married","Foreman"
"83038410","0","1","1","0","F","(35,45]","Married","Employee"
"83038810","1","1","0","0","M","(35,45]","Divorcee","Manual labourer"
"83039410","0","0","0","0","M","(35,45]","Married","Manual labourer"
"83039510","0","0","0","0","M","(45,55]","Married","Manual labourer"
"83039610","0","0","0","0","F","(45,55]","Married","Employee"
"83039810","0","0","0","0","F","(55,65]","Divorcee","Employee"
"83039910","0","1","0","0","F","(45,55]","Married","Technician"
"91000110","1","0","0","1","M","(35,45]","Married","Manual labourer"
"91000210","0","1","0","0","F","(25,35]","Married","Unskilled worker"
"91000410","0","0","0","0","M","(35,45]","Single","Unskilled worker"
"91000510","0","1","0","0","F","(25,35]","Married","Unskilled worker"
"91000710","1","0","0","0","M","(25,35]","Married","Foreman"
"91000910","0","0","0","0","F","(45,55]","Married","Employee"
"91001110","0","1","1","0","F","(55,65]","Single","Manual labourer"
"91001210","1","0","0","0","F","(25,35]","Single","Management"
"91001310","1","0","0","0","F","(25,35]","Single","Management"
"91001510","0","0","0","0","M","(25,35]","Married","Employee"
"91001610","0","1","0","0","M","(45,55]","Married","Manual labourer"
"91002010","1","1","0","0","M","(35,45]","Married","Manual labourer"
"91002110","0","0","0","0","F","(75,85]","Widower","Unskilled worker"
"91002210","0","1","0","0","M","(35,45]","Married","Manual labourer"
"91002310","1","1","0","0","F","(45,55]","Single","Employee"
"91002610","0","1","0","0","F","(75,85]","Widower","Employee"
"91002710","0","0","0","0","F","(45,55]","Divorcee","Employee"
"91002810","0","0","0","0","F","(45,55]","Married","Unskilled worker"
"91002910","0","1","0","0","F","(45,55]","Divorcee","Employee"
"91003110","0","0","0","0","F","(75,85]","Single","Employee"
"91003810","0","1","0","0","F","(65,75]","Married","Employee"
"91003910","0","0","0","0","M","(55,65]","Divorcee","Manual labourer"
"91005010","0","1","0","0","F","(65,75]","Widower","Employee"
"91005110","1","1","0","0","F","(25,35]","Married","Employee"
"91005310","1","0","0","0","M","[15,25]","Single","Employee"
"91005410","1","1","1","0","M","(45,55]","Married","Management"
"91005610","0","1","0","0","F","(75,85]","Single","Manual labourer"
"91005710","0","1","0","0","F","(45,55]","Widower","Employee"
"91005810","0","1","1","0","M","(55,65]","Married","Management"
"91005910","0","1","0","0","F","(25,35]","Single","Employee"
"91006210","0","0","0","0","F","(75,85]","Widower","Foreman"
"91006310","1","1","0","0","F","(45,55]","Married","Employee"
"91006710","1","1","1","1","M","[15,25]","Single","Manual labourer"
"91006810","0","1","0","1","M","(35,45]","Married","Technician"
"91007210","0","0","1","0","M","(45,55]","Single","Technician"
"91007310","0","0","0","1","M","(55,65]","Married","Manual labourer"
"91007410","0","0","0","0","F","(35,45]","Single","Employee"
"91007910","1","0","0","0","M","(35,45]","Married","Technician"
"91008010","1","1","0","0","F","(35,45]","Single","Management"
"91008210","0","1","0","0","F","(45,55]","Married","Employee"
"91008410","1","0","0","0","M","(45,55]","Married","Employee"
"91008510","1","1","1","1","M","(35,45]","Married","Foreman"
"91008610","0","1","0","1","M","(25,35]","Married","Manual labourer"
"91009110","1","1","1","0","F","(35,45]","Married","Technician"
"91009410","0","0","1","0","F","(65,75]","Single","Employee"
"91009610","0","1","0","0","M","(45,55]","Single","Technician"
"91009810","0","0","0","0","M","(25,35]","Single","Manual labourer"
"91010310","0","0","0","0","F","(75,85]","Widower","Unskilled worker"
"91010910","0","0","0","0","F","(55,65]","Married","Unskilled worker"
"91011810","0","1","0","0","M","(65,75]","Remarried","Manual labourer"
"91011910","0","1","0","0","M","(45,55]","Remarried","Unskilled worker"
"91012110","0","0","1","0","M","(55,65]","Widower","Manual labourer"
"91012310","0","1","0","0","M","(45,55]","Married","Employee"
"91012410","1","0","0","0","M","[15,25]","Single","Management"
"91012510","0","0","0","0","F","[15,25]","Single","Employee"
"91012610","0","0","1","0","M","(65,75]","Widower","Unskilled worker"
"91012910","1","0","0","0","F","(45,55]","Divorcee","Management"
"91013110","0","0","0","0","F","(35,45]","Married","Employee"
"91013210","0","0","0","0","F","(35,45]","Married","Employee"
"91013410","0","0","0","0","F","(25,35]","Married","Foreman"
"91013610","1","1","1","0","M","(25,35]","Married","Foreman"
"91013810","1","1","1","0","M","(35,45]","Remarried","Foreman"
"91014010","0","1","1","0","F","(45,55]","Divorcee","Management"
"91014510","0","1","1","0","F","(75,85]","Widower","Employee"
"91014710","0","1","1","0","M","(65,75]","Remarried","Manual labourer"
"91015110","1","1","1","1","M","(35,45]","Married","Technician"
"91015410","1","1","0","1","F","(45,55]","Remarried","Employee"
"91015510","1","1","1","1","M","(45,55]","Divorcee","Management"
"91015610","1","1","0","0","M","(35,45]","Married","Employee"
"91015710","0","1","1","0","M","(45,55]","Single","Manual labourer"
"91015810","0","1","0","0","M","(55,65]","Married","Manual labourer"
"91016010","0","1","0","0","F","(65,75]","Widower","Employee"
"91016210","0","0","0","0","F","(55,65]","Married","Employee"
"91016310","1","1","1","0","F","(25,35]","Married","Employee"
"91016910","0","0","1","0","F","(75,85]","Married","Unskilled worker"
"91017010","0","0","0","0","F","(65,75]","Widower","Employee"
"91017110","0","0","0","0","F","(45,55]","Married","Manual labourer"
"91017310","0","0","0","0","F","(35,45]","Married","Unskilled worker"
"91017710","1","0","1","0","M","(75,85]","Married","Technician"
"91017810","0","0","0","1","M","(35,45]","Married","Unskilled worker"
"91017910","1","1","1","0","F","[15,25]","Single","Employee"
"91018110","1","1","0","0","F","(45,55]","Married","Employee"
"91018210","0","1","0","0","F","(45,55]","Married","Technician"
"91018310","0","0","0","0","M","(35,45]","Married","Manual labourer"
"91018610","0","1","0","0","M","(65,75]","Married","Management"
"91018710","0","0","0","0","M","(55,65]","Married","Unskilled worker"
"91018910","0","0","1","0","F","(35,45]","Married","Employee"
"91019010","1","0","1","1","M","(35,45]","Married","Unskilled worker"
"91019110","1","1","1","0","M","(45,55]","Married","Foreman"
"91019410","1","1","1","0","F","(35,45]","Single","Employee"
"91019610","0","1","0","0","F","(65,75]","Married","Employee"
"91019710","0","0","0","0","F","(35,45]","Married","Employee"
"91019810","0","1","1","0","F","(55,65]","Married","Technician"
"91020110","0","0","1","0","F","(45,55]","Married","Employee"
"91020210","0","1","0","1","M","(35,45]","Divorcee","Employee"
"91020410","0","1","1","0","F","(35,45]","Married","Foreman"
"91020710","0","1","1","1","M","(45,55]","Married","Employee"
"91020910","1","1","1","0","F","(55,65]","Married","Foreman"
"91021010","1","1","0","0","M","(75,85]","Remarried","Foreman"
"91021210","1","1","1","0","F","(35,45]","Divorcee","Manual labourer"
"91021310","0","0","0","1","M","(35,45]","Single","Manual labourer"
"91021510","1","0","1","0","F","(35,45]","Married","Employee"
"91021810","1","1","1","0","M","(25,35]","Single","Foreman"
"91021910","0","1","0","1","M","(55,65]","Married","Unskilled worker"
"91022210","0","0","0","0","M","(35,45]","Married","Manual labourer"
"91022510","0","0","0","0","F","(35,45]","Single","Employee"
"91022610","1","0","0","0","M","(65,75]","Married","Manual labourer"
"91022710","0","1","0","0","F","[15,25]","Single","Employee"
"91022910","0","1","0","0","F","(35,45]","Divorcee","Employee"
"91023110","0","0","0","0","F","(35,45]","Single","Other"
"91023310","1","1","1","0","F","[15,25]","Single","Employee"
"91023410","0","0","0","0","F","(25,35]","Married","Foreman"
"91023610","0","1","1","1","M","(25,35]","Single","Manual labourer"
"91023810","0","1","1","0","F","(75,85]","Widower","Employee"
"91023910","0","1","1","1","M","(35,45]","Single","Technician"
"91024410","0","0","0","1","M","(55,65]","Remarried","Employee"
"91024510","0","0","0","0","M","(75,85]","Married","Unskilled worker"
"91024610","1","0","1","0","M","[15,25]","Single","Employee"
"91024810","1","1","1","0","F","(25,35]","Married","Employee"
"91025110","1","1","1","0","M","(25,35]","Married","Foreman"
"91025210","1","0","1","0","M","(45,55]","Married","Foreman"
"91025810","0","1","0","0","F","(55,65]","Married","Employee"
"91026010","0","1","0","0","F","(65,75]","Married","Employee"
"91026210","0","0","0","0","M","(85,100]","Married","Manual labourer"
"91026310","1","0","1","0","M","(25,35]","Single","Employee"
"91026410","1","1","1","0","M","(55,65]","Married","Management"
"91026710","0","0","0","0","F","(55,65]","Widower","Management"
